StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q1,Q2,Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q8_1,Q8_2,Q8_3,Q9_1,Q9_2,Q9_3,Q10_1,Q11_1,Q12_1,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q17_1,Q17_2,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19_1,Q19_2,Q19_5,Q19_3,Q19_4,Q20_1,Q20_2,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_7,Q21_6,Q21_8,Q21_9,Q22_1,Q22_3,Q22_14,Q22_6,Q22_7,Q22_19,Q22_20,Q22_22,Q22_8,Q22_15,Q22_25,Q22_16,Q22_DO_1,Q22_DO_3,Q22_DO_14,Q22_DO_6,Q22_DO_7,Q22_DO_19,Q22_DO_20,Q22_DO_22,Q22_DO_8,Q22_DO_15,Q22_DO_25,Q22_DO_16,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q25,Q26,Q27,Q28,Q30,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39_1,Q39_2,Q39_3,Q40_1,Q41,Q42,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q43_7,Q43_8,Q43_9,Q43_10,Q43_11,Q44_1,Q44_2,Q44_3,Q44_4,Q45_1,Q46_1,Q47,Q47_14_TEXT,Q48,Q49,Q50,Q51,Q53,Q54_1,Q54_2,Q54_3,Q54_4,Q55,Q55_6_TEXT,Q56_1,Q56_4,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q58,Q59,Q60,Q61_1,Q61_2,Q61_3,Q61_4,Q61_5,Q61_6,Q61_7,Q61_7_TEXT,Q61_DO_1,Q61_DO_2,Q61_DO_3,Q61_DO_4,Q61_DO_5,Q61_DO_6,Q61_DO_7,Q62,Q63_1,Q63_2,Q63_3,Q63_4,Q63_5,Q63_6,Q64,Q64_DO_1,Q64_DO_2,Q64_DO_3,Q64_DO_4,Q64_DO_5,Q64_DO_6,Q65,FL_50_DO_SocialMedia,FL_50_DO_Time,FL_49_DO_LACMovation_Control,FL_49_DO_LACMotivations_Business,FL_49_DO_LACMotivations_Fulfillment,TheCovids_DO_Q12,TheCovids_DO_Q10,TheCovids_DO_Q11,TwoStateSolution_DO_Q41,TwoStateSolution_DO_Q42
3/17/2021 18:29,3/17/2021 18:41,100,705,1,3/17/2021 18:41,1,3,2,1,2,3,4,4,2,,,,,,,85,,0,1,1,1,1,,1,1,1,,,2,2,4,4,3,2,2,4,3,0,4,4,7,1,4,2,1,2,3,,,,,1,1,6,3,5,2,,40,20,8,2,1,2,2,,4,1,1,,60,22,89,81,80,80,73,26,21,64,,4,7,10,3,9,8,2,6,12,11,1,5,4,,,1,,,,1,1,1,1,,,2,2,2,2,,,2,2,2,3,3,4,2,2,1,49,,3,1,,,,,1,,,,,,10,10,10,10,3.8,97,13,,2,2,1,1,2,,1,,,1,,,100,1,,,,,4,4,2,,1,,,,,,,1,4,6,3,5,2,7,4,,1,,,,,6,2,3,6,4,1,5,2,2,1,1,,,2,1,,,1
3/17/2021 18:31,3/17/2021 18:43,100,737,1,3/17/2021 18:43,1,3,2,1,2,3,4,4,2,,,,,,,,85,0,1,1,1,1,,,1,1,1,1,2,2,4,4,4,2,2,4,2,,3,2,6,2,8,1,2,4,5,1,1,,,1,1,3,1,5,2,0,85,80,10,8,7,6,6,5,10,10,10,99,70,56,54,0,71,53,81,50,52,66,,12,2,8,4,5,10,7,11,1,9,3,6,2,,,,,,,,,,1,,,2,3,2,,1,,2,2,3,5,3,5,3,3,3,51,3,,,,,1,,1,,,,,,5,4,2,2,3.7,75,9,,2,3,3,4,1,1,,,,1,,100,0,,,,1,,4,3,2,1,1,,,,,,,2,1,6,4,5,3,7,4,1,,,,,,1,3,5,6,4,2,1,2,1,2,,1,,2,,1,1,
3/17/2021 18:30,3/17/2021 18:45,100,889,1,3/17/2021 18:45,1,1,1,1,2,5,5,5,1,,,,,,,100,,0,1,1,1,1,,1,,1,,1,2,4,4,3,4,3,4,4,1,0,2,2,8,1,1,4,3,3,4,,1,1,,,1,4,0,0,7,7,30,100,7,0,3,10,5,0,0,3,4,0,80,50,75,100,65,0,60,5,70,80,50,8,2,5,9,6,12,1,7,11,3,10,4,5,,,,1,,1,1,1,1,1,,,2,3,3,,,2,4,1,3,2,4,4,2,1,1,75,,5,,,1,,,,,,1,1,,8,4,10,10,3.7,90,6,,2,1,5,5,1,1,,,,2,,67,30,1,,,,,5,4,2,,1,,,,,,,4,6,2,1,3,5,7,2,1,,1,,,,6,5,1,3,4,6,2,1,2,1,,,1,2,1,,,1
3/16/2021 14:58,3/17/2021 18:46,100,100044,1,3/17/2021 18:46,1,3,8,1,2,3,,,,,,,,,,,90,0,1,1,1,1,,,,1,,1,2,2,5,4,3,3,2,2,1,6,3,1,7,1,2,1,2,3,4,1,1,1,1,1,1,3,2,2,3,1,50,50,5,3,0,5,0,0,0,2,0,0,50,100,50,100,100,0,100,0,100,100,50,11,4,8,2,7,5,3,6,12,9,10,1,1,1,,,1,,,,,,1,,,3,3,3,,,2,1,1,2,3,2,2,1,1,1,50,1,,,1,,1,,,1,,,,1,0,1,4,0,2.8,90,11,,2,2,1,1,1,1,,,,1,,100,0,1,,,,,4,4,2,,1,,,,,,,3,1,6,2,5,4,7,2,,1,,,,,2,3,6,1,4,5,2,2,1,2,,,1,2,,1,1,
3/16/2021 16:35,3/17/2021 18:46,100,94251,1,3/17/2021 18:46,1,4,8,2,2,5,,,,,,,,,,35,,,,1,,,,1,,1,,,1,3,5,5,4,2,4,1,1,2,1,,9,,3,4,4,2,5,,1,,,1,1,5,6,2,0,1,40,30,3,4,0,6,7,2,10,2,0,3,55,50,35,100,81,25,90,21,85,0,50,1,11,2,5,9,3,6,10,12,8,7,4,3,,,,,,1,,,,1,,,2,2,2,1,,,1,3,3,2,1,5,1,2,4,25,,3,,,,,,,,,,,,1,1,10,5,3.3,80,14,Atheist is not a religion,2,4,1,1,1,1,,,,1,,86,1,1,,,,,4,4,2,,,,,,,1,Labels do nothing but obscure and divide,6,1,5,2,3,4,7,4,,1,1,,,,1,2,1,6,5,4,3,1,1,2,1,,,2,1,,,1
3/17/2021 18:36,3/17/2021 18:46,100,643,1,3/17/2021 18:46,1,2,2,1,2,5,5,5,1,,,,,,,,100,2,1,1,1,1,,1,1,1,,,2,2,3,3,4,2,3,3,2,,,,8,,5,3,1,3,5,,1,,,1,1,2,2,2,2,7,91,73,8,4,6,10,4,,8,5,5,0,63,28,100,80,88,24,,,65,40,63,8,5,6,10,3,9,11,2,12,7,1,4,3,,1,,,,1,1,1,,1,,,3,1,2,2,,,3,3,3,5,3,3,1,1,1,40,,3,,,,,,,,,,,,5,4,5,4,3.8,100,13,,2,4,1,3,2,,1,,,1,,,100,1,,,,,3,4,2,,1,,,,,,,3,6,4,1,5,2,7,2,,1,,,,,6,3,2,5,4,6,1,2,2,1,1,,,2,,1,,1
3/17/2021 9:26,3/17/2021 18:47,100,33668,1,3/17/2021 18:47,1,1,1,2,2,5,2,4,1,,,,,,,,98,,1,1,,1,,1,,1,1,1,2,2,2,2,4,4,4,5,2,,0,5,8,0,5,2,,3,4,1,,1,,1,1,6,4,0,2,,100,63,9,10,10,10,,,,10,10,0,22,,50,19,100,,52,,50,57,50,8,10,12,2,9,6,5,7,1,4,11,3,3,,,,,,,,,,1,,,2,2,4,1,,,3,2,3,2,3,2,1,1,1,25,4,,,,,1,,,,1,,,1,2,3,2,3,3.7,92,12,,2,1,1,1,2,,1,,,1,,10,90,1,,,,,3,4,2,1,,,,,,,,6,3,5,2,1,4,7,1,,1,,,,,6,1,2,4,6,3,5,1,1,2,1,,,2,,1,1,
3/17/2021 18:35,3/17/2021 18:47,100,723,1,3/17/2021 18:47,1,5,2,1,2,2,4,2,3,,,,,,,100,,0,,,,1,,,,1,,1,2,3,4,4,4,3,3,1,2,4,3,2,8,1,3,1,1,2,4,,,,1,1,,5,2,4,5,1,34,51,7,6,4,4,0,0,4,0,0,5,81,55,60,65,91,80,6,49,52,27,1,8,11,2,6,7,12,5,3,10,9,4,1,3,,,,,,,,,,1,,,2,2,3,,2,,3,3,3,3,3,3,3,2,1,61,,3,,1,,,,,,,,,1,4,10,5,4,3.5,71,13,,2,5,1,1,1,1,,,,1,,84,1,,1,,,,3,3,2,1,,,,,,,,3,5,1,6,2,4,7,2,1,,,,,,1,5,6,4,2,1,3,2,2,1,,1,,2,1,,,1
3/17/2021 18:38,3/17/2021 18:47,100,540,1,3/17/2021 18:47,1,2,3,1,2,5,5,5,1,,,,,,,90,,2,1,1,1,1,,1,,1,1,,2,3,3,2,4,2,2,1,3,0,2,1,7,0,3,4,1,3,4,,1,,,,1,1,1,1,0,0,40,60,3,2,2,5,6,1,2,2,1,1,80,60,80,100,100,10,30,40,40,50,50,12,11,8,2,4,10,9,5,3,7,1,6,1,,,,,,,,,,1,,,2,2,4,,,1,1,1,2,4,1,5,2,1,1,40,4,,,,,1,1,,,,,,1,3,1,4,2,3.6,90,2,,2,3,2,4,1,1,,,,3,,91,14,1,,,1,,3,4,2,,1,1,,,,,,2,4,5,1,3,6,7,1,,1,,,,,2,6,4,1,3,2,5,2,2,1,,,1,2,1,,1,
3/17/2021 18:32,3/17/2021 18:47,100,916,1,3/17/2021 18:47,1,1,1,1,2,4,5,5,1,,,,,,,99,,0,1,1,1,1,,1,1,1,,1,2,2,4,4,4,3,3,5,2,0,0,1,10,,7,,4,2,4,,,1,,1,1,5,1,3,5,,41,29,4,2,2,3,2,9,6,2,,,60,,70,60,100,,60,,49,50,,1,3,4,6,8,5,11,9,12,2,7,10,3,,,,,,,,,,1,,,2,2,3,,1,,3,2,2,1,1,4,2,2,1,30,3,,,,,1,1,,,,,,,2,5,3,10,3.6,90,11,,2,2,1,1,2,,1,,,3,,50,71,1,,,,,3,4,2,,1,,,,,,,2,4,6,3,5,1,7,4,,,,1,1,,5,2,5,1,6,3,4,2,1,2,,1,,2,1,,1,
3/17/2021 18:39,3/17/2021 18:51,100,732,1,3/17/2021 18:51,1,4,4,1,1,3,,,,,,,,,,,80,4,1,1,,1,,1,,1,,1,2,3,3,1,3,4,5,2,1,5,7,3,6,0,1,1,0,2,4,1,,,,1,1,7,1,0,7,7,52,31,5,0,1,1,1,0,4,0,0,52,44,84,50,71,45,88,63,50,44,11,50,9,6,10,7,1,4,8,12,2,5,11,3,3,1,,,1,1,1,,,,,,,1,1,4,,,2,2,2,2,4,3,3,4,4,4,70,1,,1,,,,,1,,,,,,10,10,5,2,3.5,100,2,,2,3,1,4,1,1,,,,1,,100,1,1,,,,,5,3,2,,,,1,,1,,,2,5,1,3,6,4,7,3,1,,,,,,6,5,2,6,4,1,3,1,2,1,,,1,2,,1,1,
3/17/2021 18:31,3/17/2021 18:52,100,1259,1,3/17/2021 18:52,1,3,5,2,1,3,,,,,,,,,,95,,10,1,1,1,1,,1,,1,,,2,5,1,2,4,4,4,4,2,4,6,3,5,0,3,1,2,3,5,1,1,1,1,1,1,7,3,,1,,98,83,9,10,10,8,2,,8,8,8,56,34,20,20,42,44,63,27,54,57,21,53,5,10,7,9,6,11,8,1,3,12,4,2,6,,,1,,1,,,,,,,,1,2,4,,,2,2,2,2,5,4,5,2,2,4,64,,3,1,,,,,,,,,,,10,3,5,5,3.2,31,13,,2,4,2,2,1,1,,,,1,,94,29,1,,,,,2,4,2,,,,,,,1,I don’t get political,3,5,1,2,4,6,7,2,1,,,,,,2,1,5,3,4,6,2,2,2,1,,,1,2,1,,,1
3/17/2021 18:34,3/17/2021 18:52,100,1065,1,3/17/2021 18:52,1,2,4,2,2,4,,,,,,,,,,,70,,1,,1,1,,,,1,,1,2,2,5,2,4,3,3,1,2,2,3,2,8,0,2,3,2,2,3,,1,1,,1,,6,0,0,5,0,40,90,5,2,0,0,2,0,7,0,0,2,49,55,49,70,83,15,62,48,48,72,48,8,1,12,9,2,7,10,3,5,11,4,6,3,,,,1,,1,1,1,1,1,,,2,2,3,2,,,2,2,2,4,3,4,1,1,1,50,3,,,,,1,,,1,,,,1,10,10,10,10,3.7,91,13,,2,2,1,1,2,,1,,,1,,0,100,1,,,,,3,2,1,,,1,,,,,,3,6,2,4,1,5,7,2,1,,1,,,,1,4,5,6,1,2,3,2,1,2,1,,,2,,1,1,
3/17/2021 18:40,3/17/2021 18:53,100,771,1,3/17/2021 18:53,1,1,3,1,2,5,5,5,2,,,,,,,,85,,1,1,1,1,,,1,1,,1,2,3,4,4,4,3,4,4,3,0,2,2,7,0,,4,3,1,1,,1,1,,1,1,2,1,0,1,0,35,55,5,4,2,3,2,0,,,,0,85,55,70,90,75,0,85,24,50,80,75,4,6,2,1,9,11,12,8,5,7,10,3,1,,,,,,,,,,1,,,2,3,2,,2,,2,1,2,1,2,1,2,3,1,70,,3,,,,,,,,,,,,3,2,5,3,2.7,95,5,,2,5,1,5,2,,1,,,1,,12,74,1,,,,,2,1,1,,,1,,,,,,1,5,4,2,3,6,7,2,,,1,,,,1,2,1,4,3,5,6,3,2,1,,1,,2,,1,,1
3/17/2021 18:44,3/17/2021 18:53,100,535,1,3/17/2021 18:53,1,3,3,1,2,4,4,4,2,,,,,,,,85,0,,1,,1,,,,,,,3,3,3,3,3,2,3,3,1,4,2,1,8,1,2,2,0,3,3,,1,,,1,,6,1,2,1,1,50,60,7,7,5,4,8,3,9,4,6,6,67,71,49,50,40,47,46,48,46,10,47,3,5,4,1,7,9,12,10,11,8,6,2,1,,,,,,,,,,1,,,3,3,2,,3,,3,3,3,3,3,3,3,3,1,30,,3,,1,,,,,,,1,,1,1,3,3,2,3.1,70,6,,2,3,,4,1,1,,,,1,,76,11,1,,,,,3,1,2,,1,,,,,,,4,3,5,2,1,6,7,4,,,,,,1,6,3,4,6,5,1,2,1,2,1,,1,,2,,1,,1
3/16/2021 14:12,3/17/2021 18:53,100,103260,1,3/17/2021 18:53,1,3,3,1,2,3,4,3,3,,,,,,,96,,1,1,1,1,1,,1,1,1,,,2,4,3,2,4,3,4,4,3,0,1,1,10,0,0,3,3,1,1,1,1,,,1,1,0,1,0,1,2,71,80,6,10,6,10,10,10,10,3,7,3,50,40,41,50,81,10,60,15,51,45,49,6,4,12,7,8,11,2,1,9,3,5,10,1,,,,,,,,,,,,1,3,3,3,3,,,3,3,3,3,3,3,2,2,2,34,3,,,,,,,,,,,,,0,0,0,0,2.4,97,14,Wiccan,2,5,1,5,2,,,1,1,5,,67,35,1,,,,,1,2,1,1,1,,,,,,,1,4,2,3,5,6,7,4,,,,,1,,6,2,1,5,6,3,4,1,2,1,1,,,2,1,,1,
3/17/2021 18:36,3/17/2021 18:54,100,1080,1,3/17/2021 18:54,1,5,8,2,2,2,,,,,,,,,,,90,0,1,1,,,,,,,1,1,3,1,3,3,4,3,4,3,2,,10,,6,0,,,,5,5,1,,1,,1,1,0,,,,,100,80,3,8,10,10,,,10,5,,0,0,20,0,70,20,50,80,0,30,70,50,8,11,7,12,3,9,10,5,6,2,4,1,1,,,,,,,,,,,,1,3,3,2,,,3,4,2,5,1,5,5,1,1,1,20,,2,,,,1,1,,,,,,,2,10,10,5,3.7,100,13,,2,3,1,1,1,1,,,,1,,100,0,,,,1,,2,3,2,,,,,,,1,Socialist,6,5,3,2,4,1,7,1,,1,,,,,2,1,4,6,2,3,5,2,2,1,,,1,2,,1,,1
3/17/2021 18:41,3/17/2021 18:55,100,829,1,3/17/2021 18:55,1,3,2,1,2,2,5,5,2,,,,,,,100,,10,,,,,,,,,,1,2,3,4,4,4,3,3,3,4,2,2,,8,1,2,1,5,2,3,,1,1,,1,1,5,7,3,1,3,45,60,10,5,4,4,1,0,3,2,,0,75,10,80,88,95,0,50,7,18,70,,11,6,9,8,12,7,10,5,4,1,2,3,,,,,,,,,,,,,,,,,,3,,3,2,3,1,2,1,2,3,1,15,3,,,1,,1,,,1,,,,1,3,,6,2,3.2,90,5,,2,,6,7,2,,1,,,1,,,100,,,1,,,2,2,1,,1,,,,,,,4,2,3,5,1,6,7,3,1,1,,,,,2,6,4,1,3,2,5,2,2,1,,1,,2,1,,1,
3/17/2021 18:36,3/17/2021 18:59,100,1379,1,3/17/2021 18:59,1,2,3,1,2,5,3,3,3,,,,,,,11,,0,,,,1,,,,,,,2,4,4,4,4,4,3,2,1,0,0,1,9,0,6,3,5,2,6,,,,,,,1,2,2,1,6,64,69,5,2,0,8,1,1,2,0,,0,4,2,25,22,26,3,21,2,17,4,2,12,7,6,2,4,3,8,5,11,1,10,9,3,,,,,,,,,,,,1,2,2,2,,2,,2,2,2,2,2,4,2,1,1,10,2,,,,1,1,,,,,,,,1,0,2,1,2.8,30,13,,2,3,1,1,2,,1,,,3,,19,83,,,1,,,2,2,2,,1,,,,,,,2,4,5,6,3,1,7,4,,,,,,1,6,5,1,4,2,6,3,1,1,2,,1,,2,1,,1,
3/17/2021 18:49,3/17/2021 19:03,100,850,1,3/17/2021 19:03,1,3,8,2,2,4,,,,,,,,,,80,,10,,1,1,1,,1,1,,,,2,3,4,3,3,3,2,4,4,0,2,1,8,1,5,3,3,3,5,,,,,,,0,2,3,0,1,40,51,4,1,0,3,1,0,4,3,3,0,5,3,10,71,100,1,70,0,91,90,,8,10,5,4,6,7,2,12,1,11,3,9,1,,,,,,,,,,,,1,2,2,3,2,,,2,2,3,1,2,2,1,1,1,20,3,,,,,1,1,,,,,,,5,3,4,4,3.6,100,13,,2,3,1,3,2,,1,,,6,Idk,18,79,1,1,,,,4,3,2,,,,,,,1,,3,1,4,6,5,2,7,4,,,,1,,,6,3,4,2,5,1,6,2,2,1,1,,,2,1,,1,
3/17/2021 18:30,3/17/2021 19:05,100,2135,1,3/17/2021 19:05,1,3,3,1,2,4,5,5,1,,,,,,,,80,2,1,,,1,,,1,1,,1,2,1,4,4,4,3,2,4,2,,2,2,10,3,3,,1,1,4,1,1,1,,1,1,6,2,3,1,,80,50,7,1,1,1,4,0,6,0,,0,84,60,75,85,70,60,55,55,60,10,80,9,1,4,5,2,7,3,6,11,10,12,8,3,1,,,1,,1,1,1,1,1,,,1,2,3,,1,,4,2,2,5,1,2,2,2,2,70,,3,1,,,1,,1,,,1,1,1,10,10,10,8,3.9,85,6,,2,1,5,6,2,,1,,,1,,24,77,1,,,,,4,4,2,,,1,,,,,,6,2,3,4,1,5,7,2,1,,1,,1,,6,3,6,1,2,5,4,3,2,1,,1,,2,,1,,1
3/17/2021 18:59,3/17/2021 19:07,100,508,1,3/17/2021 19:07,1,3,2,2,2,3,3,3,3,,,,,,,100,,,,1,,1,,,,1,,,1,3,5,5,4,3,2,1,2,0,6,6,5,0,1,3,2,4,6,,,,,,1,4,3,,,,55,48,5,,,,7,0,,3,2,,55,100,59,,100,,,,,58,56,3,11,12,5,8,1,10,9,4,2,6,7,1,,,,,,,,,,,,1,3,3,1,,,2,3,3,3,3,3,5,4,3,1,69,,1,,,,,,,,,,,,,,2,2,3.7,51,13,,2,5,2,7,1,1,,,,1,,100,,1,,,,,5,4,2,,1,,,,,,,4,1,6,3,2,5,7,3,1,,,,,,1,1,6,3,2,4,5,2,2,1,,,1,2,1,,,1
3/17/2021 18:47,3/17/2021 19:08,100,1246,1,3/17/2021 19:08,1,4,1,2,2,3,5,5,2,,,,,,,,90,,1,1,1,1,,1,,1,1,,2,2,3,4,4,3,3,5,2,4,3,1,6,,,3,2,3,6,,1,1,,1,1,4,1,3,2,,75,60,8,9,2,4,2,5,0,0,0,0,60,50,60,80,80,10,50,40,50,50,50,5,10,8,9,3,12,7,11,4,1,2,6,6,1,1,1,1,,1,,1,,1,,,2,2,2,,,2,3,2,2,2,2,3,2,3,1,30,,3,,,,1,,,,,,,1,3,2,10,3,3,90,11,,2,4,1,2,1,1,,,,1,,91,10,,1,,,,2,2,1,1,,1,,,,,,4,1,5,3,2,6,7,4,,1,,,,,2,1,6,3,2,4,5,2,2,1,,,1,2,,1,,1
3/17/2021 19:07,3/17/2021 19:17,100,608,1,3/17/2021 19:17,1,2,3,1,2,3,3,4,3,,,,,,,,95,0,1,1,1,,,1,1,,1,,2,3,4,4,4,3,3,4,3,,5,,6,2,3,2,1,6,6,1,,,,,,3,,7,1,,41,42,5,5,5,5,5,,,,,,42,45,61,100,100,50,50,6,50,100,,2,11,3,1,5,10,6,8,4,9,7,12,1,,,,,,,,,,,,1,1,1,3,,3,,3,3,3,3,3,3,3,3,3,50,3,,,,,1,,,,,,,,,10,,3,3.4,35,13,,2,2,1,1,1,1,,,,3,,,,,,,1,,3,3,2,,,,,,,1,,5,2,6,1,4,3,7,4,,,,1,,,4,2,3,1,4,6,5,2,2,1,,1,,2,,1,1,
3/17/2021 18:58,3/17/2021 19:18,100,1178,1,3/17/2021 19:18,1,3,2,1,2,5,4,4,2,,,,,,,,80,2,1,1,1,1,,1,,1,,1,2,2,3,4,4,3,3,4,2,3,2,1,5,1,6,4,3,4,5,,,,,1,1,5,1,2,,2,37,71,7,6,4,7,5,5,5,4,1,0,58,32,57,93,88,38,46,16,22,48,25,9,5,3,2,7,10,4,11,8,6,12,1,3,,,,,,1,,,,1,,,2,2,2,,2,,3,3,2,4,2,2,2,1,1,41,2,,,,,1,,,,,1,,1,5,4,7,3,3.8,52,1,,2,3,1,3,2,,1,,,1,,27,67,,,,1,,4,4,2,1,,,,,,,,1,6,5,4,3,2,7,1,,1,,,,,6,2,6,5,1,4,3,2,2,1,,1,,2,,1,1,
3/17/2021 19:03,3/17/2021 19:21,100,1079,1,3/17/2021 19:21,1,2,1,1,2,5,5,5,1,,,,,,,,80,0,,1,,1,,1,,1,1,,2,2,5,5,4,3,2,2,1,0,0,1,8,0,6,0,1,2,5,,,,,1,1,6,7,5,4,0,27,40,7,7,1,1,3,2,4,1,1,0,74,49,100,100,100,0,40,25,10,100,0,7,1,8,6,4,3,2,10,12,5,11,9,2,,,1,,,,,1,,1,,,2,3,2,1,,,3,1,2,4,4,1,1,2,1,35,,2,,1,,,,,,,,,1,3,0,4,6,3.7,85,1,,2,2,2,7,1,1,,,,1,,85,30,1,,,,,3,4,2,,1,,,,,,,3,6,2,4,5,1,7,4,,1,,,,,2,5,3,4,1,2,6,1,2,1,1,,,2,,1,,1
3/17/2021 19:15,3/17/2021 19:23,100,487,1,3/17/2021 19:23,1,2,3,2,2,5,4,4,3,,,,,,,99,,0,1,,1,1,,,1,,,,1,4,4,2,4,2,2,5,4,,0,,9,,0,,6,4,4,,,,,,,,,,2,,80,100,5,3,10,10,3,0,5,10,3,0,25,0,25,50,100,0,50,0,50,50,0,5,6,1,4,9,7,8,11,3,12,2,10,1,,,,,,,,,,,,1,3,,,,,2,3,2,2,1,1,1,1,1,1,30,2,,,,,1,1,,,,,,1,,,,,3.1,95,14,?,2,5,1,5,2,,1,,,3,,18,78,1,,,,,4,3,2,,1,,,,1,,,5,3,4,6,1,2,7,4,,,,1,,,6,2,3,5,6,4,1,2,1,2,,,1,2,1,,1,
3/17/2021 18:29,3/17/2021 19:27,100,3489,1,3/17/2021 19:27,1,3,1,1,2,5,4,5,1,,,,,,,,85,1,1,1,1,1,,1,1,1,1,1,2,4,3,3,4,2,1,5,1,,,1,8,,4,6,4,4,5,,,,,1,1,1,3,1,7,4,50,90,8,7,5,9,5,,5,6,5,,50,30,70,75,100,,70,,50,70,,6,11,4,3,8,10,5,1,12,2,7,9,1,,,,,,,,,,,,1,2,1,4,5,,,3,1,3,1,2,5,1,1,1,60,,3,,,,,,,,,,,1,2,4,3,2,3.3,90,5,,2,4,1,3,1,1,,,,2,,75,25,1,,,,,4,4,2,1,,,,,,,,1,4,6,3,5,2,7,4,,1,1,,,,2,3,6,2,1,4,5,2,1,2,1,,,2,,1,,1
3/17/2021 19:09,3/17/2021 19:28,100,1160,1,3/17/2021 19:28,1,3,1,1,2,5,5,5,2,,,,,,,,46,0,1,,,1,,,,1,,1,2,4,3,2,4,2,3,5,2,0,1,1,8,,5,2,4,3,4,,,,,1,1,6,3,3,3,,90,82,5,7,5,6,2,8,3,0,0,2,72,42,72,72,100,52,42,20,48,,50,9,1,12,4,10,7,8,5,3,2,6,11,4,,,,1,,,,1,,,,,2,1,3,,,2,2,2,2,5,3,2,2,1,1,70,,2,,,1,1,,1,1,1,,,1,8,6,9,5,3.5,78,13,,2,2,1,2,2,,1,,,1,,32,72,1,,,,,4,4,2,,1,,,,,,,2,5,6,3,1,4,7,2,1,,,,,,1,2,6,1,5,4,3,3,2,1,,,1,2,,1,,1
3/17/2021 19:24,3/17/2021 19:28,100,240,1,3/17/2021 19:28,1,3,3,1,2,2,4,4,2,,,,,,,100,,,,,,,,1,,,,1,4,2,2,2,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,11,4,3,6,2,12,9,10,7,1,5,1,,,,,,,,,1,,,1,1,2,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,13,,2,4,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,4,2,6,1,3,5,7,,,,,,,,2,5,1,3,6,2,4,,1,2,1,,,2,1,,1,
3/17/2021 19:17,3/17/2021 19:31,100,821,1,3/17/2021 19:31,1,1,4,2,2,2,,,,,,,,,,95,,10,1,,1,1,,1,,1,1,1,3,1,4,2,4,4,3,5,6,0,,2,8,1,10,5,3,3,5,1,1,1,1,1,1,2,3,5,6,2,30,95,8,2,5,3,,,5,,,0,30,10,10,80,100,0,51,5,0,70,90,10,7,2,3,1,4,8,6,12,9,5,11,5,,1,,,,,,,,1,,,2,1,3,3,,,3,2,2,1,2,2,1,1,1,30,,1,,,1,,,1,,1,,1,1,8,10,9,9,3.3,55,12,,2,2,1,1,1,1,,,,2,,84,17,,1,,,,2,1,1,1,,,,,,,,2,5,6,1,4,3,7,2,1,,1,,,,3,5,1,6,2,4,3,3,1,2,1,,,2,1,,,1
3/17/2021 19:24,3/17/2021 19:33,100,576,1,3/17/2021 19:33,1,2,1,2,2,5,5,3,1,,,,,,,,30,,,1,,1,,1,1,,,,2,3,4,4,4,3,4,4,2,0,,1,9,0,,6,6,2,4,,,,,,1,2,,5,3,1,61,48,,,,10,7,,,,,,40,17,49,86,100,,81,,51,100,,7,2,3,11,12,6,5,9,4,1,8,10,1,,,,,,,,,,,,1,3,3,2,,,1,3,3,3,3,2,5,2,1,1,49,2,,,,,,,,,,,,,,,,,3.3,78,6,,2,5,6,5,2,,,,1,2,,86,52,1,,,,,4,4,2,,,,,,,1,leftisr,3,5,1,2,6,4,7,4,,1,,,,,,1,3,4,2,6,5,,2,1,,,1,2,,1,1,
3/17/2021 19:14,3/17/2021 19:36,100,1295,1,3/17/2021 19:36,1,2,3,1,2,3,5,5,4,,,,,,,,89,0,,1,,1,,,1,1,,1,2,2,4,3,4,2,2,4,3,,4,3,8,1,2,0,2,1,2,1,1,1,,1,1,2,5,4,,,65,100,7,9,0,8,2,,2,8,0,0,65,64,52,100,100,3,71,36,0,60,0,3,2,6,12,4,1,10,5,8,7,9,11,1,,,,,,,,,,,,1,3,3,1,,1,,3,3,3,2,4,5,1,1,1,65,,3,,,,1,,,,,,,,,,2,3,3.4,80,13,,2,4,1,1,2,,1,,,1,,37,76,1,,,,,4,4,2,,,1,,,,,,5,2,1,6,3,4,7,3,,1,,,1,,6,3,1,4,2,6,5,2,1,2,,1,,2,,1,,1
